artist,uri,followers,genres,popularity,billboard
Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,25663893,"['glam rock', 'rock']",89,1
The Ruts,spotify:artist:1uJKSAvQROYPgm7qhZkqd3,28521,"['oi', 'pub rock', 'punk']",37,0
James Brown-Lyn Collins,spotify:artist:1uJKSAvQROYPgm7qhZkqd3,28521,"['oi', 'pub rock', 'punk']",37,1
Pete Dunaway,spotify:artist:7qIHnupl0wGd9zPy2GOL5H,211,"['brazilian soul', 'samba-rock']",10,0
Geraldo Azevedo,spotify:artist:65TbyndeGrDlFd4IkZNfbN,266785,"['bossa nova', 'forro', 'mpb', 'samba', 'violao']",60,0
Jerry Orbach,spotify:artist:5i2OpmeVKsmViqoETxuOvO,2522,"['broadway', 'show tunes']",57,0
The Michael Zager Band,spotify:artist:1oX1l8zC13ovzEoGm2CAsd,3556,['disco'],37,1
Big Youth,spotify:artist:2TdzGitZtbe3Zw3BB4SFEH,17498,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']",45,0
Bonnie Raitt,spotify:artist:4KDyYWR7IpxZ7xrdYbKrqY,363417,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",64,1
Luther Allison,spotify:artist:7EynH3keqfKUmauyaeZoxv,40208,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues']",44,0
Gary Glitter,spotify:artist:61zv3hX7l838ZyhaDyAx8S,22427,[],57,1
Gonzalez,spotify:artist:6xrCU6zdcSTsG2hLrojpmI,799832,"['chamber pop', 'gothenburg indie', 'indie folk', 'neo mellow', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",68,1
Roger Whittaker,spotify:artist:6pgfx4K1p1kT0RewXjmLfk,54133,"['classic schlager', 'easy listening', 'schlager']",53,1
Alessandro Alessandroni,spotify:artist:4BIpaGys8Tw2L808OhR5Dw,251,[],30,0
John Miles,spotify:artist:16okCG5QlGiQ6fRr30H10t,11033,[],42,1
Dolly Parton,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,1070440,"['classic country pop', 'country', 'country dawn']",77,1
Dolors Laffitte,spotify:artist:6vSbSrHQO6P5jS43isises,28,['nova canco'],1,0
Tim Moore,spotify:artist:2I32LrQaZnyMGr5WKjzMgP,1045,[],7,1
The New Birth,spotify:artist:34Bm9d5DAJjSnaI02BCjdA,78583,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",41,1
Manfred Mann's Earth Band,spotify:artist:2utNxkLhreF1oIfO8kQT3q,222964,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",59,1
Turner Foddrell,spotify:artist:4q1fK2inSCczItdbLIUU9I,12,['piedmont blues'],1,0
Dr. Hook And The Medicine Show,spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN,254078,"['bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",62,1
Ambrosia,spotify:artist:0J2Ej2rMQyqaUX3G6MUISw,176230,"['adult standards', 'album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'symphonic rock', 'yacht rock']",58,1
Frank Mills,spotify:artist:1rlNSO7W5SWGspO6fgrHPS,2759,[],34,1
Donna Summer With Brooklyn Dreams,spotify:artist:1rlNSO7W5SWGspO6fgrHPS,2759,[],34,1
Hot Tuna,spotify:artist:5tOrTQaBRD5yPHqbEwsRn7,44562,"['blues rock', 'classic rock', 'country rock', 'folk rock', 'jam band', 'psychedelic rock', 'roots rock']",40,0
Edu Lobo,spotify:artist:6u5P4S3NSj4EDNegDlOevO,41048,"['bossa nova', 'brazilian composition', 'choro', 'forro', 'mpb', 'samba', 'velha guarda']",44,0
Joy Of Cooking,spotify:artist:76sETeecYEhjZp9iPi7F0h,961,[],16,1
Cissy Houston,spotify:artist:4QYDxx5VDqINxMtUapyF9q,3879,[],35,1
Beth Carvalho,spotify:artist:56TkPi7rpmU8jTpkcK7FY3,224652,"['bossa nova', 'forro', 'mpb', 'pagode', 'partido alto', 'samba', 'velha guarda']",60,0
"Bobby ""Blue"" Bland",spotify:artist:48nwxUvPJZkm8uPa7xMzmj,98199,"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",52,1
The Pop Group,spotify:artist:3fBmq4xVcd346QvErp6fko,13534,"['experimental', 'experimental rock', 'industrial', 'no wave', 'post-punk', 'uk post-punk']",27,0
Patrick Hernandez,spotify:artist:1CcEgi464SWZsKY5579u7z,16768,"['disco', 'hi-nrg']",54,1
Eduardo Falú,spotify:artist:3GmAEo2lOqrVb7BrHvUS5M,17378,"['chamame', 'folklore argentino', 'guitarra argentina', 'nueva cancion']",33,0
The Marshall Tucker Band,spotify:artist:59QxeZBL6k9L4oJBGSyukd,477284,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",61,1
U.K.,spotify:artist:4wsg78KGu80m8Xk37PY2uG,37965,"['oi', 'punk', 'uk82']",36,0
Sammi Smith,spotify:artist:5kZDCAD5zLelf8NYHoRSHS,12716,"['classic country pop', 'nashville sound', 'oklahoma country', 'outlaw country']",41,1
Paul Butterfield's Better Days,spotify:artist:0Arj7DsoFWx5tVJFrAu4SY,1032,['harmonica blues'],18,0
Keola & Kapono Beamer,spotify:artist:3EzISrY4SedvUU2QWGaH4f,1750,"['hawaiian', 'slack-key guitar']",24,0
John Lennon,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,3384945,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock']",73,1
Red Eye,spotify:artist:5a3iTFff6CnSVJu1N3fJ5r,170,[],6,1
Jose Roberto,spotify:artist:1wqsou95ZRBQN7v8azQau6,10746,['brega'],27,0
Giorgio Gaslini,spotify:artist:4Sqn2CbDsOLkRu20ALOnDF,1870,"['italian jazz', 'vintage italian soundtrack']",20,0
Benny Goodman,spotify:artist:1pBuKaLHJlIlqYxQQaflve,242747,"['adult standards', 'bebop', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",57,0
Tony Orlando & Dawn,spotify:artist:72NXpYBIaTfEeAAsxXLs0P,62006,"['bubblegum pop', 'soft rock']",47,1
Lana Cantrell,spotify:artist:0woZZJmWAIMpDP6kUEiHrR,135,[],8,1
Michael Parks,spotify:artist:1ZudFjW5ARjLg4stIss1Ct,336,[],9,1
Mac McAnally,spotify:artist:2dSu4iBQikoVlBc43gwaHY,2169,[],31,1
Andrew Lloyd Webber,spotify:artist:4aP1lp10BRYZO658B2NwkG,182166,"['broadway', 'show tunes', 'west end']",69,0
Rick Nelson And The Stone Canyon Band,spotify:artist:4aP1lp10BRYZO658B2NwkG,182166,"['broadway', 'show tunes', 'west end']",69,1
Rosa Maria,spotify:artist:01oFKO2cT2K9IYr2kFiMxR,7,[],19,0
Los Muecas,spotify:artist:6gwYud4hJkX6ApdxYoCi7b,126827,"['banda', 'grupera', 'mexican rock-and-roll', 'norteno', 'ranchera']",51,0
Q,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,25663893,"['glam rock', 'rock']",89,1
Diana Ross & Marvin Gaye,spotify:artist:6lmgdXpgLjBJjkQ63UwNpc,1794,[],19,1
Roger Daltrey,spotify:artist:5odf7hjI7hyvAw66tmxhGF,64556,['album rock'],41,1
Moon Martin,spotify:artist:6FdBHq8it0smMGkitcgP3e,2940,['pub rock'],36,1
Kenny Loggins,spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW,532828,"['album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",70,1
Rick James,spotify:artist:0FrpdcVlJQqibaz5HfBUrL,670966,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'synth funk']",62,1
Ten Years After,spotify:artist:7nkLRaWHImCvWGHdNGnhVE,292020,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",54,1
Eruption,spotify:artist:3R6f1aBWwde7ZqGv7hf4dY,25887,['disco'],45,1
Brian Protheroe,spotify:artist:1OtWnahLz9y3TjLuqS4gYp,3384,[],32,1
Nick Gilder,spotify:artist:2kzcxYyQIRbwtkwVtj48mG,5422,['classic canadian rock'],43,1
Michael Stearns,spotify:artist:5KbIofwaAvbvvkzG2zbmGD,7172,"['ambient', 'space ambient']",35,0
Amparo Ochoa,spotify:artist:0qk9IE3icvkYLRii8qAko8,20145,"['bolero', 'mexican son', 'nueva cancion', 'ranchera', 'trova']",37,0
Carol Douglas,spotify:artist:7xcXR8rEj6eRPVMFjUNtBe,14340,"['deep disco', 'disco', 'post-disco']",31,1
Johnnie Taylor (The Soul Philosopher),spotify:artist:7xcXR8rEj6eRPVMFjUNtBe,14340,"['deep disco', 'disco', 'post-disco']",31,1
"Ashton, Gardner & Dyke",spotify:artist:1jjn1GBdbizg6qiqtKsEgC,705,[],24,1
Mieczysław Kosz,spotify:artist:4lVlCeGaXCcOhSgsrHfKDC,1362,['polish jazz'],18,0
Runt-Todd Rundgren,spotify:artist:4lVlCeGaXCcOhSgsrHfKDC,1362,['polish jazz'],18,1
Good Rockin' Charles,spotify:artist:0RVvc29Nt39V4pjvMab6Y8,71,"['chicago blues', 'harmonica blues']",17,0
Nick Lowe,spotify:artist:3BqaUtuQmqIHg7B5Bc7fP7,65887,"['alternative country', 'art rock', 'country rock', 'folk', 'folk rock', 'jangle pop', 'lilith', 'power pop', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']",52,1
Bay City Rollers,spotify:artist:3r9TXuXfOUxXjgYgAR0fP8,98646,"['bubblegum pop', 'classic uk pop']",51,1
Vince Tempera,spotify:artist:2nQnDdq4dwhqfEs51W7kns,96,[],27,0
Aksak Maboul,spotify:artist:6oYWNIrMewoS8GBkN8f58f,4043,"['belgian experimental', 'canterbury scene', 'zeuhl']",22,0
Ramones,spotify:artist:1co4F2pPNH8JjTutZkmgSm,1694467,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",70,1
Dionne Warwicke & Spinners,spotify:artist:1co4F2pPNH8JjTutZkmgSm,1694467,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",70,1
Rick Derringer,spotify:artist:1FX4aA0cUcWndv39j1YoTm,35872,"['blues rock', 'southern rock']",44,1
Arthur Verocai,spotify:artist:1tP3R35TdPW8BMwmTPOoVZ,19834,"['bossa nova', 'brazilian jazz', 'brazilian psychedelic', 'jazz funk', 'mpb']",43,0
Soul Train Gang,spotify:artist:07n3hfkLVTqg1gO6WHqEUC,394,[],7,1
Gary Puckett,spotify:artist:4asCC4oxQcDzFXhCth2SgQ,125209,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",50,1
Greg Lake,spotify:artist:6Uw88LgaxdanDItfR0JyJ8,21991,"['progressive rock', 'symphonic rock']",30,1
The Soul Children,spotify:artist:74keeJdeVxqce4qJFj6WGx,12945,"['classic soul', 'memphis soul', 'soul', 'southern soul']",29,1
The Rattles,spotify:artist:3r32a6mMdoPaSP1C7kYhMc,115564,"['english indie rock', 'garage rock', 'modern alternative rock', 'modern rock', 'rock']",55,1
Champion Jack Dupree,spotify:artist:1NnRjWELSLqFONDhwc8VU7,18924,"['acoustic blues', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']",41,0
Zbigniew Namysłowski,spotify:artist:2W2XGrPdpYqu68NgNgiFlh,1137,"['jazz saxophone', 'polish jazz']",11,0
Grace Jones,spotify:artist:2f9ZiYA2ic1r1voObUimdd,173891,"['art rock', 'dance pop', 'dance rock', 'disco', 'electronica', 'new romantic', 'new wave', 'new wave pop']",59,1
Gary Wilson,spotify:artist:4XEGQf1EWRZB4xBmIYqEA0,10335,"['outsider', 'synth funk']",34,0
Gary's Gang,spotify:artist:6dQgfj4Lo9jS2x2vgPkOBK,9925,"['deep disco', 'disco', 'post-disco']",36,1
Larry Santos,spotify:artist:1NC7ffVNItOILMCj1vw2cB,108,[],8,1
Hot,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,13191975,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",85,1
Sandro Brugnolini,spotify:artist:31Z6mUDFOvTooxYZjumHns,756,"['italian library music', 'spytrack', 'vintage italian soundtrack']",20,0
Diego Verdaguer,spotify:artist:2UFqwY8A3PLcx8pAkg9g5P,462309,"['banda', 'bolero', 'cumbia', 'grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican']",66,0
Starbuck,spotify:artist:0P8YAnEwTGZBkm0IudCZxl,7048,"['soft rock', 'yacht rock']",38,1
Oak,spotify:artist:3XC57xz74X3xUi1hv4mge1,46891,['swedish pop'],63,1
Lamont Dozier,spotify:artist:6Dpx8fRtNa9CEORHIiBQTG,14606,"['classic soul', 'motown', 'quiet storm', 'southern soul']",33,1
Nitty Gritty Dirt Band,spotify:artist:7y70dch6JuuuNnwlsOQvwW,85149,"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock', 'traditional folk']",62,1
Dawn,spotify:artist:6uyCGuIi7ItiVD9zVFaa4s,224,['calming instrumental'],49,1
Klaus der Geiger,spotify:artist:6aS7wtOyDm345OyWOSTwA1,494,['liedermacher'],9,0
Humble Pie,spotify:artist:2CxLP749mup3ncPrXgCnvU,176336,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'symphonic rock']",46,1
Michael Henderson,spotify:artist:6KzAnKswHOUCX8xiEudD7K,31144,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",40,1
Teddy Pendergrass,spotify:artist:68kACMx6A3D2BYiO056MeQ,611027,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",58,1
Tower Of Power,spotify:artist:0JCxGVxsISZzJHJPUOtceB,183923,"['funk', 'jazz funk', 'jazz fusion', 'modern funk']",54,1
Tom Petty And The Heartbreakers,spotify:artist:4tX2TplrkIP4v05BNC903e,1379332,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",72,1
Ronnie McDowell,spotify:artist:0ZZOIWyRv8tdx0kLPlTtMg,25951,"['classic country pop', 'country']",37,1
Johnny Williams,spotify:artist:2QXmse58tZMnmUu6yypI6D,0,[],0,1
The Hollywood Stars,spotify:artist:6piiChdjB4mmBVvOs7rWco,148,[],4,1
Tony Scott,spotify:artist:3wtfcI8iPGKBmnalt0013v,3681,"['jazz clarinet', 'meditation']",30,0
Maria del Mar Bonet,spotify:artist:41BaIYCli96MF2wqqOutBR,9505,"['cantautor', 'cantautor catala', 'catalan folk', 'indie catala', 'música pitiusa', 'nova canco', 'rock catala', 'spanish prog']",34,0
Tomasz Stanko Quintet,spotify:artist:58Ieh2itn2s2DnnTA3mwTE,6121,"['ecm-style jazz', 'polish jazz']",26,0
Amazing Rhythm Aces,spotify:artist:5wpS6LUdQYMoAreKITVtrH,14069,"['country rock', 'folk', 'roots rock', 'southern rock']",41,1
George Benson,spotify:artist:4N8BwYTEC6XqykGvXXlmfv,405900,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']",67,1
Sun,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,1419533,['k-pop'],65,1
Earnest Jackson,spotify:artist:5pXRWt2xs9uVuBO2n49jrm,38,[],5,1
Ahmad Jamal Trio,spotify:artist:0BqALs1lInR9TTOulUADH7,32008,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz trio', 'soul jazz', 'stride']",48,0
Jarcha,spotify:artist:0pn5zYhJgLYiNzprprYfjm,10552,"['cantautor', 'spanish folk']",36,0
Joaquín Sabina,spotify:artist:4aeIWo5CMF1uRmqgJdwkZW,1686661,"['cantautor', 'nueva cancion', 'rock en espanol', 'spanish pop', 'trova']",73,0
J.J. Cale,spotify:artist:06nsZ3qSOYZ2hPVIMcr1IN,401774,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",64,1
France Joli,spotify:artist:10yNnmMFF3U0MW7oeG3bFr,9863,"['deep disco', 'disco', 'hi-nrg', 'post-disco']",35,1
Fabulous Poodles,spotify:artist:565xMlSzNCYpRH0kbulq3A,186,[],13,1
The Twinkle Brothers,spotify:artist:129UGN7LRFtvMzCf0h2Y8s,26945,"['dub', 'modern reggae', 'reggae', 'roots reggae', 'uk dub']",38,0
Ironhorse,spotify:artist:1tY1qrN4BoHjs6eKNsr6ja,426,[],19,1
Cheryl Lynn,spotify:artist:6UfoTQXaV3DuqtDVjZIxwZ,125195,"['disco', 'funk', 'minneapolis sound', 'motown', 'post-disco', 'quiet storm', 'urban contemporary']",55,1
Fancy,spotify:artist:4Eoddnw0pOewmCHQYofuwh,20042,[],60,1
Lighthouse,spotify:artist:6edGSAX5dVpeJVwu1Q0NwJ,319766,"['europop', 'neo mellow', 'new wave pop', 'pop rock']",62,1
Kraftwerk,spotify:artist:0dmPX6ovclgOy8WWJaFEUU,452681,"['art rock', 'dance rock', 'dusseldorf electronic', 'electro', 'krautrock', 'new romantic', 'new wave', 'proto-techno', 'synthpop']",63,1
Dom Um Romao,spotify:artist:0Dl3XjPU1zPX1dYLCsZ742,2871,"['bossa nova', 'brazilian jazz', 'brazilian percussion']",18,0
Ringo Starr,spotify:artist:6DbJi8AcN5ANdtvJcwBSw8,518621,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'rock drums', 'roots rock', 'soft rock']",55,1
Big Mama Thornton,spotify:artist:6bR0cgMtkCVpm0I5yrDNzO,86802,"['acoustic blues', 'blues', 'harmonica blues', 'rhythm and blues', 'texas blues', 'traditional blues']",44,0
Nancy Hennings,spotify:artist:4uVd6sNdsHHgPknM4EZQnT,121,"['meditation', 'singing bowl', 'tone']",13,0
Jay Ferguson,spotify:artist:3aahGWIXwvG1fxduXjimtl,3208,['yacht rock'],38,1
Jim Stafford,spotify:artist:0CIdEoAG4j0tnC6IZsDr0q,8943,['bubblegum pop'],34,1
Dave Edmunds,spotify:artist:65Gh3BfK84aTIugiRCgLBA,41252,"['british blues', 'classic uk pop', 'country rock', 'power pop', 'pub rock', 'rock-and-roll', 'rockabilly', 'roots rock']",49,1
Piero,spotify:artist:4D5VxntFo9nJEFxiVgALVy,19,[],23,0
Noel Pointer,spotify:artist:7nXQRPT9e2PVP4BFg3je8m,6874,['jazz violin'],25,0
James Cotton,spotify:artist:6mY93oNfUaUwZq67yn3R8k,47120,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'harmonica blues', 'traditional blues']",40,0
Doctor Ross,spotify:artist:59gZhkxiZ8x4umU9ua2ZBn,1048,['delta blues'],29,0
Enchantment,spotify:artist:35f8xV2e7MILLRNL1VQeHw,5421,[],22,1
Quincy Jones (feat. The Brothers Johnson),spotify:artist:35f8xV2e7MILLRNL1VQeHw,5421,[],22,1
Jigsaw,spotify:artist:29NJ6VbDPYhqdXXANEwHc7,5240,[],38,1
Wendy Waldman,spotify:artist:7AzQ1gkIemfDdV8sze29zf,666,[],18,1
Buster Benton,spotify:artist:3eBGrFX7u2Py7eiwvwosc4,1327,"['chicago blues', 'soul blues']",19,0
Focus,spotify:artist:0ifzzRKdmtgaHy9cfnnyCR,109930,"['album rock', 'art rock', 'canterbury scene', 'dutch prog', 'hard rock', 'jazz fusion', 'nederpop', 'progressive rock', 'symphonic rock']",49,1
Peter Skellern,spotify:artist:0PV9WCEGu2Yu89ArTqR6b6,3618,['classic uk pop'],32,1
Dennis Alcapone,spotify:artist:3Ko5w2NYcaqtAtvDrJMdw5,5773,"['dub', 'reggae', 'rock steady', 'roots reggae']",30,0
Michael Murphey,spotify:artist:4jL1usPiGDK8TD46zJP4gu,15653,"['country rock', 'cowboy western', 'new mexico music', 'outlaw country', 'soft rock']",47,1
Keith Carradine,spotify:artist:7FZCrgUVWK0ho9XoWhv4vY,1056,[],29,1
Giorgio Moroder,spotify:artist:6jU2Tt13MmXYk0ZBv1KmfO,144591,"['disco', 'italian disco']",57,1
The Grateful Dead,spotify:artist:6NGVko3qbPA9fNT4xYMr02,65,['plunderphonics'],0,1
Donny & Marie Osmond,spotify:artist:7d8R11w4QG2ihJeTaZq37F,23639,['bubblegum pop'],28,1
Ovidi Montllor,spotify:artist:3GBaJmaRSCLv9DZXo5tgRL,8482,"['cantautor', 'cantautor catala', 'catalan folk', 'musica valenciana', 'nova canco', 'rock catala']",31,0
Night,spotify:artist:2NPduAUeLVsfIauhRwuft1,1286566,"['finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'symphonic metal']",72,1
Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,5680992,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",86,1
Meri Wilson,spotify:artist:5UOUIAVPngHmNAv0rkY1Ph,254,['novelty'],14,1
Shirley Caesar,spotify:artist:5hrUVXJsPParZB87QtAz1R,92376,"['contemporary gospel', 'gospel']",44,1
Ryuichi Sakamoto,spotify:artist:1tcgfoMTT1szjUeaikxRjA,406945,"['anime score', 'compositional ambient', 'japanese classical', 'japanese soundtrack']",62,0
Wild Cherry,spotify:artist:4apX9tIeHb85yPyy4F6FJG,100809,"['disco', 'funk rock']",57,1
Charlie,spotify:artist:1on7ZQ2pvgeQF4vmIA09x5,4152053,"['brazilian rock', 'hard rock brasileiro', 'rock alternativo brasileiro', 'rock nacional brasileiro']",73,1
Cerrone,spotify:artist:5SE2sfwTpxL2vXRdG6H5PM,37630,"['disco', 'disco house', 'hi-nrg', 'post-disco', 'vintage french electronic']",50,1
Agent Orange,spotify:artist:1pBsvSnrhmgDZqisT13SFA,95946,"['crossover thrash', 'hardcore punk', 'punk', 'skate punk', 'surf punk']",49,0
Noel Nicola,spotify:artist:5Moq2OEsJWSgfZgcqtNJzR,3828,"['nueva cancion', 'trova']",22,0
Rhythm Heritage,spotify:artist:2ZGlJUO9hdjZEvl710OpVX,781,['rare groove'],21,1
Electric Callas,spotify:artist:0W8Qk1P7UbyEybAWv07mD5,130,['early french punk'],3,0
Bimbo Jet,spotify:artist:6XALv74pqJV3jeZ31To8KD,131,[],9,1
Ashford & Simpson,spotify:artist:2EURsXo9qlt1aMWlviGCRi,246098,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",48,1
Carl Douglas,spotify:artist:5Pqx4mXYDGIDcg8E5FYjZ8,17214,['disco'],56,1
Loretta Lynn,spotify:artist:1FE0rls8gfQT3laAeRYNgl,373658,"['country', 'country rock', 'nashville sound', 'traditional folk']",59,1
Maze Featuring Frankie Beverly,spotify:artist:3DvdryKH4O95ZnsUZJKXpt,251766,"['funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",55,1
Jeanne Pruett,spotify:artist:4Ho9AFq314C9J8fvtspLSe,4539,['classic country pop'],24,1
Paul Stanley,spotify:artist:5W0GCoUUwU3SF6qpJanlug,79451,"['glam metal', 'hard rock']",42,1
Snooks Eaglin,spotify:artist:4ReGayOtLkcAsNi6d2n7LS,13401,"['acoustic blues', 'blues', 'louisiana blues', 'new orleans blues', 'traditional blues']",39,0
Liza Minnelli,spotify:artist:3lQpSzdPxoF1FYk7ilbe37,114264,"['hollywood', 'show tunes']",47,0
Dwight Twilley Band,spotify:artist:6IpcPRU1kV0J58kd2w8vSC,7369,"['jangle pop', 'power pop', 'pub rock', 'underground power pop']",30,1
Dan Fogelberg/Tim Weisberg,spotify:artist:6IpcPRU1kV0J58kd2w8vSC,7369,"['jangle pop', 'power pop', 'pub rock', 'underground power pop']",30,1
Peter Rowan,spotify:artist:4y9enK6hGzEI2MgNjOAXb2,517,[],32,0
Joan Baptista Humet,spotify:artist:4nl3EXvATz67Pb4pyain2i,4023,"['cantautor', 'spanish invasion']",30,0
The Supremes & Four Tops,spotify:artist:4nl3EXvATz67Pb4pyain2i,4023,"['cantautor', 'spanish invasion']",30,1
"Bobby ""Boris"" Pickett And The Crypt-Kickers",spotify:artist:1QM4zJDvUZPB1oX0pGLkjg,1174,['halloween'],6,1
Suicide,spotify:artist:6HZr7Fs2VfV1PYHIwo8Ylc,572373,"['deathcore', 'melodic metalcore', 'metalcore', 'screamo']",57,0
Emmylou Harris,spotify:artist:5s6TJEuHTr9GR894wc6VfP,216412,"['country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']",65,1
Amancio Prada,spotify:artist:2zzdcDYrrZE11oQ4xo2Ufr,8983,"['cantautor', 'spanish folk']",35,0
Santa Esmeralda,spotify:artist:0iGmfKLgK5eSMgHp8YgLnS,21233,['disco'],48,1
Justin Hayward & John Lodge,spotify:artist:0iGmfKLgK5eSMgHp8YgLnS,21233,['disco'],48,1
Manzanita,spotify:artist:6YZOLlgZ38qVDSxVv9xg0G,79049,"['cantautor', 'flamenco', 'rumba', 'spanish pop']",51,0
Dottie West,spotify:artist:2pvPkEAN9xSrDrIVUOxWMB,40192,"['classic country pop', 'nashville sound']",45,1
Beaver Harris,spotify:artist:15XM8HKJpzylpXLKbTCwDK,103,['spiritual jazz'],8,0
Narvel Felts,spotify:artist:5i7UKP91HFnfeoC0p9SH9T,960,['arkansas country'],18,1
"Marilyn McCoo & Billy Davis, Jr.",spotify:artist:7EtMpozS5ZnYNGscQDol17,512,[],11,1
Carol Channing,spotify:artist:3DKPVHC4GzISLpUdAapGiZ,5312,[],27,0
Bill Le Sage,spotify:artist:4RCdW1W5jdMhpyo5ZKtlS5,219,"['jazz vibraphone', 'library music']",22,0
Shirley Brown,spotify:artist:5EORJzqrFf7pwweCv9fUnV,46026,"['classic soul', 'soul', 'southern soul', 'southern soul blues']",39,1
The Newcomers,spotify:artist:2wjWgyrpWbWmd077lMg04d,2742,"['memphis soul', 'southern soul']",18,1
Rod Hart,spotify:artist:00NVsRcloOPMIm75tkYZD1,0,[],0,1
Bill Emerson,spotify:artist:5Y1fDUKYkFE1M4ALzFGdfF,607,"['banjo', 'bluegrass', 'instrumental bluegrass']",21,0
The Band Of The Black Watch,spotify:artist:0rmOHKGZm4GoleKbmm4ryl,1,[],0,1
"Hamilton, Joe Frank & Reynolds",spotify:artist:7vpRSadEAzLs0ikY7gAESe,22138,"['bubblegum pop', 'soft rock']",42,1
Thelma Houston,spotify:artist:3sgUnR8TF35euWEV07RPyO,57899,"['disco', 'diva house', 'motown', 'post-disco']",50,1
Candeia,spotify:artist:3pXm8H2lDUNFkmQMiJbx6F,37832,"['choro', 'forro', 'pagode', 'partido alto', 'samba', 'samba-enredo', 'velha guarda']",38,0
