COMPETENCIA;CODIGO_OPERADORA;RAZAO_SOCIAL;SITUACAO_OPERADORA;VALOR_PAGO_ACUMULADO;VALOR_PARCELADO_ACUMULADO;VALOR_COBRADO_ACUMULADO;INDICE_ADIMPLENCIA
"2020/02";"368644";"Associação Instrutora Missionária";"Inativa";10590,04;0,00;33107,35;"31.99%"
"2020/02";"345164";"Associação Mineira Do Ministério Público";"Inativa";15108,81;0,00;15108,81;"100.00%"
"2020/02";"338044";"Associação Médica Da Região Metropolitana De Campinas";"Inativa";7247,15;0,00;62788,21;"11.54%"
"2020/02";"408484";"Associação Policial De Assistência À Saúde";"Inativa";14473,05;0,00;22369,68;"64.70%"
"2020/02";"409421";"Associação Policial De Assistência À Saúde De Assis";"Inativa";0,00;0,00;7309,21;"0.00%"
"2020/02";"410705";"Associação Policial De Assistência À Saúde De Mogi Das Cruzes -";"Inativa";1259,60;18702,90;70175,67;"28.45%"
"2020/02";"410616";"Associação Policial Militar De Assistência À Saúde";"Inativa";46740,74;209214,44;255955,18;"100.00%"
"2020/02";"346292";"Associação Portuguesa Beneficente Vasco Da Gama";"Inativa";157341,84;483785,86;2545959,48;"25.18%"
"2020/02";"308421";"Associação Protetora Da Infância Província De São Paulo";"Inativa";5458,19;0,00;168405,61;"3.24%"
"2020/02";"352527";"Associação Prudentina De Educação E Cultura";"Inativa";504637,15;0,00;552939,71;"91.26%"
"2020/02";"358363";"Associação Pró-Saúde Dos Servidores Da Justiça Do Trabalho";"Inativa";0,00;0,00;952,07;"0.00%"
"2020/02";"340103";"Associação Recreativa Dos Funcionários Da Coamo";"Inativa";97413,84;0,00;115175,86;"84.58%"
"2020/02";"307220";"Associação Sinpacel";"Inativa";163384,68;0,00;451511,17;"36.19%"
"2020/02";"310280";"Asttter - Assoc. Dos Serv. Do Trib. Do Trab. Da 3ª Região.";"Inativa";34018,24;0,00;44804,13;"75.93%"
"2020/02";"401986";"Atend Assistencia Medica S/C Ltda";"Inativa";0,00;0,00;17153,09;"0.00%"
"2020/02";"410152";"Atender Serviços Médicos Ltda.";"Inativa";372,28;0,00;372,28;"100.00%"
"2020/02";"385689";"B.Grob Do Brasil S/A Ind.Com.Máqs.Operat.Ferram.";"Inativa";8403,72;0,00;8403,72;"100.00%"
"2020/02";"325058";"Belgo Mineira Participação Ind. E Com. S/A";"Inativa";52910,80;0,00;53379,35;"99.12%"
"2020/02";"401102";"Beneficencia Luso Brasileira S/C Ltda.";"Inativa";0,00;0,00;35562,83;"0.00%"
"2020/02";"384054";"Beneficencia Nipo-Brasileira Da Amazonia";"Inativa";383891,04;27366,36;576159,23;"71.38%"
"2020/02";"400611";"Beneficência Limeirense";"Inativa";0,00;0,00;28060,07;"0.00%"
"2020/02";"370363";"Beneplan Plano De Saúde Ltda.";"Inativa";2021,29;34369,33;2434582,12;"1.49%"
"2020/02";"419311";"Biolife Saude Operadora De Planos De Saude Ltda";"Inativa";0,00;0,00;54866,90;"0.00%"
"2020/02";"402354";"Biovip Planos De Saúde  Ltda.";"Inativa";0,00;0,00;385556,44;"0.00%"
"2020/02";"402583";"Blessmed Convenios Medicos E Hospitalares Ltda";"Inativa";0,00;0,00;4039,87;"0.00%"
"2020/02";"342467";"Blue Cross Assistencia Medica Ltda";"Inativa";63247,71;0,00;1006270,48;"6.29%"
"2020/02";"363022";"Bradesco Saude E Assistencia S.A";"Inativa";247217,17;0,00;247217,17;"100.00%"
"2020/02";"402265";"Brasilcenter Comunicações Ltda.";"Inativa";470113,47;0,00;685421,82;"68.59%"
"2020/02";"330272";"C & M - Gerência E Assistência Hospitalar Ltda";"Inativa";542,35;0,00;542,35;"100.00%"
"2020/02";"313424";"Cabec - Caixa De Previdencia Privada Do Bec";"Inativa";20396,26;0,00;21252,70;"95.97%"
"2020/02";"411736";"Caiua - Serviços De Eletricidade S/A";"Inativa";20735,30;0,00;20735,30;"100.00%"
"2020/02";"410225";"Caixa Beneficente Dos Auxiliares Do Comércio Cafeeiro De Santos";"Inativa";13217,27;0,00;98859,90;"13.37%"
"2020/02";"304590";"Caixa De Assistencia A Saude Dos Empregados Do Beg - Casbeg";"Inativa";186639,21;0,00;186639,21;"100.00%"
"2020/02";"411817";"Caixa De Assistencia Da Previminas";"Inativa";76494,25;0,00;222627,02;"34.36%"
"2020/02";"356590";"Caixa De Assistencia Dos Advogados De Goias";"Inativa";3829,03;0,00;26295,18;"14.56%"
"2020/02";"331856";"Caixa De Assistencia Medica Dos Ex-Empregados Do Bemat";"Inativa";92216,57;15642,25;107858,82;"100.00%"
"2020/02";"343340";"Caixa De Assistencia Médica E Benefícios Da Policia Civíl";"Inativa";47922,45;14508,85;165320,48;"37.76%"
"2020/02";"330027";"Caixa De Assistência A Saúde Da Universidade";"Inativa";215497,13;0,00;215497,13;"100.00%"
"2020/02";"366307";"Caixa De Assistência Dos Advogados De Santa Catarina";"Inativa";30811,65;0,00;30811,65;"100.00%"
"2020/02";"363413";"Caixa De Assistência Dos Advogados Do Distrito Federal";"Inativa";22437,10;0,00;151131,79;"14.85%"
"2020/02";"355879";"Caixa De Assistência Dos Advogados Do Estado Do Rio De Janeiro - Caarj";"Inativa";255135,09;437604,61;752235,84;"92.09%"
"2020/02";"370321";"Caixa De Assistência Dos Funcionários Da  Energisa Sergipe";"Inativa";599287,17;45510,84;656077,26;"98.28%"
"2020/02";"336220";"Caixa De Prev. E Assist. Aos Funcionários Do Banpará S.A.";"Inativa";24398,25;0,00;24398,25;"100.00%"
"2020/02";"321729";"Calçados Azaléia S.A.";"Inativa";14934,00;0,00;48545,75;"30.76%"
"2020/02";"406589";"Cam- Operadora De Planos De Saude Ltda.";"Inativa";104423,66;255759,98;389869,66;"92.39%"
"2020/02";"360147";"Camboriú Saúde Ltda.";"Inativa";94303,92;338203,75;1335712,03;"32.38%"
"2020/02";"416339";"Camed Operadora De Plano De Saúde Ltda";"Inativa";4675778,45;0,00;4675778,45;"100.00%"
"2020/02";"375110";"Camp Saude Ltda.";"Inativa";0,00;0,00;2459,70;"0.00%"
"2020/02";"412970";"Cap - Gerenciadora De Planos De Saúde Ltda";"Inativa";60883,87;0,00;60883,87;"100.00%"
"2020/02";"402893";"Carioca - Operadora Integrada De Saúde S/S Ltda";"Inativa";0,00;70264,75;134531,05;"52.23%"
"2020/02";"371343";"Casa De Caridade De Alfenas Nossa Sª Do Perpétuo Socorro";"Inativa";5048,04;0,00;20516,38;"24.60%"
"2020/02";"333514";"Casa De Caridade De Muriaé - Hospital São Paulo";"Inativa";399655,55;264336,32;1265940,72;"52.45%"
"2020/02";"338150";"Casa De Nossa Senhora Da Paz - Acão Social Franciscana";"Inativa";180350,34;55165,55;258667,26;"91.05%"
"2020/02";"333981";"Casa De Portugal";"Inativa";3731,15;0,00;26723,59;"13.96%"
"2020/02";"323276";"Casa De Saude E Maternidade De Sao Carlos Ltda";"Inativa";0,00;0,00;214248,26;"0.00%"
"2020/02";"400114";"Casa De Saude Nossa Senhora Do Carmo Ltda";"Inativa";3743,28;0,00;3743,28;"100.00%"
"2020/02";"355038";"Casa De Saude São Lucas S.A";"Inativa";0,00;0,00;7010,55;"0.00%"
"2020/02";"383538";"Casa De Saúde De Campinas";"Inativa";0,00;76007,95;76007,95;"100.00%"
"2020/02";"418676";"Cb Saúde Administração Em Saude Suplementar Ltda";"Inativa";0,00;0,00;551602,85;"0.00%"
"2020/02";"354724";"Cemam - Centro Médico Ambulatorial S/C Ltda.";"Inativa";0,00;0,00;45458,80;"0.00%"
"2020/02";"336076";"Cemespam Assistência Médica S/C Ltda";"Inativa";0,00;0,00;63138,18;"0.00%"
"2020/02";"415235";"Cencosud Brasil Comercial Ltda.";"Inativa";88491,04;68365,07;708657,98;"22.13%"
"2020/02";"411132";"Centrais Eletricas Do Para S/A";"Inativa";150225,64;0,00;150225,64;"100.00%"
"2020/02";"359521";"Centrais Elétricas Brasileiras S/A - Eletrobras";"Inativa";49354,73;0,00;49916,85;"98.87%"
"2020/02";"401960";"Centrais Elétricas Do Norte Do Brasil";"Inativa";531732,60;0,00;531732,60;"100.00%"
"2020/02";"315516";"Central Médica De Prevenção Ltda.";"Inativa";63631,74;138054,30;201686,04;"100.00%"
"2020/02";"327450";"Central Sistema De Saude S/C Ltda";"Inativa";0,00;0,00;115441,06;"0.00%"
"2020/02";"379891";"Centro Clinico Gravatai Ltda";"Inativa";0,00;0,00;1335370,26;"0.00%"
"2020/02";"410934";"Centro Clinico Paranaense Sc Ltda.";"Inativa";0,00;0,00;185568,52;"0.00%"
"2020/02";"348457";"Centro Clínico Canoas Ltda";"Inativa";0,00;0,00;1974577,44;"0.00%"
"2020/02";"374300";"Centro De Pesquisas De Energia Eletrica - Cepel";"Inativa";19161,11;0,00;19161,11;"100.00%"
"2020/02";"336122";"Centro Integrado De Atendimento Ltda";"Inativa";12934,52;0,00;30555,47;"42.33%"
"2020/02";"411515";"Centro Medico Do Carmo Ltda";"Inativa";0,00;0,00;136669,91;"0.00%"
"2020/02";"403130";"Centro Médico Estância Velha Ltda";"Inativa";2511,84;0,00;20567,32;"12.21%"
"2020/02";"329207";"Centro Popular Pro-Melhoramentos De Bom Jesus";"Inativa";10915,02;23923,49;117490,15;"29.65%"
"2020/02";"408638";"Cenáculo Protetor Dos Cegos";"Inativa";1744,91;0,00;71781,41;"2.43%"
"2020/02";"362557";"Cerâmica Indaiatuba S/A";"Inativa";0,00;0,00;677,60;"0.00%"
"2020/02";"402991";"Cheque Saúde Administração De Serviços De Saúde S/S Ltda";"Inativa";2291,52;23254,66;35753,87;"71.45%"
"2020/02";"005011";"Chubb Do Brasil - Cia De Seguros";"Inativa";564,85;0,00;564,85;"100.00%"
"2020/02";"006688";"Cia De Seguros Do Est De Sao Paulo";"Inativa";1628,91;0,00;1628,91;"100.00%"
"2020/02";"335771";"Ciamel Assistência Medico Hospitalar Ltda.";"Inativa";11941,69;28541,43;40483,12;"100.00%"
"2020/02";"323349";"Cime Cirurgia E Medicina S/C Ltda - Em Liquidação Extrajudicial";"Inativa";57214,96;0,00;531541,77;"10.76%"
"2020/02";"405051";"Cimmal Operadora De Planos De Saúde Ltda.";"Inativa";0,00;81315,00;186582,97;"43.58%"
"2020/02";"414999";"Click  Automotiva Industrial Ltda";"Inativa";33954,43;0,00;33954,43;"100.00%"
"2020/02";"402346";"Clim Serv Assistência Médica Ltda.";"Inativa";0,00;0,00;11066,49;"0.00%"
"2020/02";"410241";"Climed - Clinica Médica Ambulatorial S/C Ltda";"Inativa";0,00;0,00;822,90;"0.00%"
"2020/02";"351598";"Climed Assist. Médica Cirurgica E Hosp. Ltda.";"Inativa";0,00;0,00;81298,85;"0.00%"
"2020/02";"307581";"Climed Clinica Médica De Boituva S/C Ltda";"Inativa";0,00;0,00;260,65;"0.00%"
"2020/02";"402141";"Climed Ltda. Assistência Médica A Empresas";"Inativa";4671,08;0,00;4671,08;"100.00%"
"2020/02";"312908";"Climep Operadora De Planos Privados De Assistência À Saúde Ltda";"Inativa";7338,29;0,00;33451,85;"21.94%"
"2020/02";"407607";"Climesq - Clínica Médico Odontológica Mesquita Ltda.";"Inativa";0,00;0,00;12684,00;"0.00%"
"2020/02";"408212";"Clinica Badra Ltda";"Inativa";0,00;0,00;5663,07;"0.00%"
"2020/02";"361836";"Clinica De Assistencia Medica Odontologica Diamantes Ltda - Em Liquidação Extrajudicial";"Inativa";237,90;0,00;6111,26;"3.89%"
"2020/02";"374903";"Clinica De Assistencia Medica Permanente";"Inativa";0,00;0,00;58550,11;"0.00%"
"2020/02";"409804";"Clinica Do Carmo Ltda";"Inativa";0,00;0,00;2264,66;"0.00%"
"2020/02";"409561";"Clinica Magalhães Bastos Ltda";"Inativa";0,00;0,00;3518,77;"0.00%"
"2020/02";"363600";"Clinica Sao Jose Sociedade Civil Ltda";"Inativa";0,00;0,00;8126,94;"0.00%"
"2020/02";"408867";"Clinica Sao Lucas Ltda";"Inativa";132371,43;253464,76;603539,01;"63.93%"
"2020/02";"329851";"Clinica Stefani Ltda";"Inativa";3759,21;0,00;3759,21;"100.00%"
"2020/02";"317306";"Clinicard Assistencia Medica S/A";"Inativa";0,00;0,00;214968,30;"0.00%"
"2020/02";"408743";"Clinicas Integradas De Saude Ltda";"Inativa";0,00;0,00;36572,31;"0.00%"
"2020/02";"415413";"Cliniprev Saude Ltda";"Inativa";60,57;0,00;173872,42;"0.03%"
"2020/02";"408905";"Clismed Clínica De Socorro Médico Dentária Ltda";"Inativa";1211,04;1211,04;10799,88;"22.43%"
"2020/02";"407551";"Clínica Dr. Miguel Morone Ltda";"Inativa";0,00;0,00;1103,97;"0.00%"
"2020/02";"405825";"Clínica Medisinos Estância Velha Ltda";"Inativa";0,00;0,00;20913,37;"0.00%"
"2020/02";"408115";"Clínica Médica Anália Franco Ltda";"Inativa";0,00;0,00;8217,12;"0.00%"
"2020/02";"407585";"Clínica Médica Maia Azevedo Ltda.";"Inativa";0,00;0,00;17210,49;"0.00%"
"2020/02";"356336";"Clínica Médica Promac Ltda";"Inativa";0,00;0,00;1070,46;"0.00%"
"2020/02";"404632";"Clínica Pierro Ltda";"Inativa";0,00;78489,47;166428,98;"47.16%"
"2020/02";"407623";"Clínica São João Ltda";"Inativa";245242,92;0,00;245242,92;"100.00%"
"2020/02";"412660";"Clínicas & Associados De Saúde Ltda.";"Inativa";0,00;0,00;32219,26;"0.00%"
"2020/02";"407887";"Cmc Clinica Medica Cataratas Ltda";"Inativa";0,00;0,00;614,80;"0.00%"
"2020/02";"341720";"Companhia  Desenvolvimento Dos Vales Do São Francisco E Parnaíba";"Inativa";20972,03;0,00;21409,87;"97.95%"
"2020/02";"388254";"Companhia De Eletricidade Do Estado Da Bahia - Coelba";"Inativa";433117,45;0,00;433117,45;"100.00%"
"2020/02";"330183";"Companhia De Processamento De Dados Do Estado De São Paulo - Prodesp";"Inativa";379449,22;0,00;379449,22;"100.00%"
"2020/02";"312134";"Companhia De Processamento De Dados Do Município De São Paulo";"Inativa";3103,55;0,00;9782,34;"31.73%"
"2020/02";"328561";"Companhia De Saneamento De Minas Gerais";"Inativa";68428,53;0,00;68428,53;"100.00%"
"2020/02";"368202";"Companhia Energetica Do Maranhão  Cemar";"Inativa";131859,45;0,00;131859,45;"100.00%"
"2020/02";"411787";"Companhia Nacional De Energia Elétrica";"Inativa";5995,55;0,00;6464,10;"92.75%"
"2020/02";"327646";"Companhia Siderurgica Paulista  - Cosipa";"Inativa";26295,92;0,00;30695,25;"85.67%"
"2020/02";"375918";"Comunidade Evangélica Luterana São Paulo";"Inativa";394663,88;71463,76;4667619,63;"9.99%"
"2020/02";"348686";"Conasa Cobertura Nacional De Saúde Ltda - Em Liquidação Extrajudicial";"Inativa";0,00;0,00;71953,70;"0.00%"
"2020/02";"411663";"Condominio Saude";"Inativa";0,00;0,00;28070,64;"0.00%"
"2020/02";"368458";"Conmedh Convenios Medicos Hospitalares Ltda";"Inativa";0,00;0,00;110556,42;"0.00%"
"2020/02";"341584";"Conseil Consultoria, Engenharia E Desenvolvimento Ltda.";"Inativa";5371,26;0,00;11473,84;"46.81%"
"2020/02";"413232";"Controller Em Saude Ltda";"Inativa";1342,34;0,00;80902,17;"1.66%"
"2020/02";"411345";"Coop. De Saúde Dos Transp. De Cargas De Videira E Região";"Inativa";818,02;0,00;5473,54;"14.94%"
"2020/02";"355135";"Cooperativa Agroindustrial Do Alegrete Ltda";"Inativa";65010,11;68726,84;143201,17;"93.39%"
"2020/02";"301965";"Cooperativa De Saude Univida Ltda";"Inativa";0,00;0,00;90108,79;"0.00%"
"2020/02";"320811";"Cooperativa De Trabalho Médico De Ananindeua";"Inativa";0,00;0,00;3981,85;"0.00%"
"2020/02";"363774";"Cooperativa De Trabalho Médico Unimed Teresópolis";"Inativa";264057,13;3696143,40;4794946,59;"82.59%"
"2020/02";"319597";"Cooperativa De Trabalho Médico-Unimed Aquidauana";"Inativa";3591,61;0,00;325064,70;"1.10%"
"2020/02";"407879";"Cooperativa De Usuarios Do Sistema De Saude De Marilia";"Inativa";6515,93;8906,33;32886,95;"46.89%"
"2020/02";"331678";"Cooperativa Dos Profissionais De Saude Ltda";"Inativa";0,00;0,00;11850,55;"0.00%"
"2020/02";"336432";"Cooperativa Médica Campinas - Coopermeca";"Inativa";3769,48;6261,17;698196,26;"1.44%"
"2020/02";"384356";"Coopus - Cooperativa De Usuários Do Sistema De Saúde De Campinas";"Inativa";108643,84;0,00;3776205,29;"2.88%"
"2020/02";"415731";"Copamedh - Assistência Médica Hospitalar";"Inativa";3983,95;0,00;3983,95;"100.00%"
"2020/02";"332062";"Copesul - Companhia Petroquímica Do Sul";"Inativa";79989,00;0,00;79989,00;"100.00%"
"2020/02";"400971";"Corn Products Brasil - Ingredientes Ind. Ltda.";"Inativa";36108,89;0,00;36108,89;"100.00%"
"2020/02";"414051";"Cotia Saude Assistencia Medica S/C Ltda";"Inativa";540,10;0,00;123392,44;"0.44%"
"2020/02";"415570";"Cps Planos De Saúde Ltda - Epp";"Inativa";18198,55;44251,05;246915,05;"25.29%"
"2020/02";"317250";"Cram - Central Rioverdense De Assistência Médica S/C Ltda";"Inativa";6657,20;10972,66;179912,68;"9.80%"
"2020/02";"33119";"Cristalmed Assistência Médica Ltda";"Inativa";0,00;0,00;4312,15;"0.00%"
"2020/02";"351148";"Cristo Redentor Saúde S/C Ltda";"Inativa";13326,70;0,00;13326,70;"100.00%"
"2020/02";"324698";"Crusam Cruzeiro Do Sul Serviço De Assistência Médica S.A.";"Inativa";69116,12;0,00;8998260,98;"0.77%"
"2020/02";"409227";"Cruz Azul De São Paulo";"Inativa";41975,80;0,00;768119,99;"5.46%"
"2020/02";"315591";"Daimlerchrysler Do Brasil Ltda";"Inativa";56853,07;0,00;56853,07;"100.00%"
"2020/02";"411230";"Di Thiene Saude S/C Ltda. - Em Liquidação Extrajudicial";"Inativa";41366,53;0,00;1139829,94;"3.63%"
"2020/02";"362921";"Dix Assistencia Medica Ltda";"Inativa";3320663,34;0,00;3743304,64;"88.71%"
"2020/02";"319368";"Douramed Assistência Médico Hospitalar Global S/S Ltda";"Inativa";8982,92;0,00;8982,92;"100.00%"
"2020/02";"337226";"E.C.D Serviços De Saúde Ltda";"Inativa";0,00;0,00;323643,45;"0.00%"
"2020/02";"402028";"Edson Romão Da Silva - Me";"Inativa";0,00;0,00;1396,45;"0.00%"
"2020/02";"344699";"Eletrobras Termonuclear S.A - Eletronuclear";"Inativa";234678,26;0,00;234678,26;"100.00%"
"2020/02";"303569";"Embraer Empresa Brasileira De Aeronautica Sa";"Inativa";274767,21;0,00;274767,21;"100.00%"
"2020/02";"334782";"Embrapa - Empresa Brasileira De Pesquisa Agropecuária";"Inativa";360137,13;0,00;360137,13;"100.00%"
"2020/02";"414158";"Emergência Paraíba Ltda.";"Inativa";0,00;0,00;4456,37;"0.00%"
"2020/02";"353761";"Empresa Brasileira De Correios E Telégrafos";"Inativa";20713972,07;11795791,95;32509764,02;"100.00%"
"2020/02";"325457";"Empresa Brasileira De Planejamento De Transportes - Geipot";"Inativa";806,77;0,00;806,77;"100.00%"
"2020/02";"411795";"Empresa De Eletricidade Vale Paranapanema";"Inativa";19113,20;0,00;19113,20;"100.00%"
"2020/02";"411779";"Empresa Elétrica Bragantina S/A";"Inativa";41857,28;0,00;41857,28;"100.00%"
"2020/02";"352373";"Emtreprev Assistência Médica Hospitalar S/C Ltda";"Inativa";0,00;0,00;11290,01;"0.00%"
"2020/02";"322849";"Espírito Santo Centrais Elétricas S/A - Escelsa";"Inativa";24985,66;0,00;24985,66;"100.00%"
"2020/02";"405795";"Estrategia Saude Ltda";"Inativa";193,25;0,00;228297,15;"0.08%"
"2020/02";"411965";"Evadin Industrias Amazonia S.A.";"Inativa";20750,74;0,00;20750,74;"100.00%"
"2020/02";"411051";"Excelsior Med S/A";"Inativa";7075833,84;0,00;7140123,24;"99.10%"
"2020/02";"312461";"Falência De - Centro Clínico Pater Ltda.";"Inativa";0,00;0,00;495696,92;"0.00%"
"2020/02";"300284";"Falência De - Clam Central De Assistência Médica S/C Ltda";"Inativa";0,00;0,00;144187,97;"0.00%"
"2020/02";"308111";"Falência De - Clisama Operadora De Planos De Saude Sc Ltda.";"Inativa";0,00;0,00;226667,66;"0.00%"
"2020/02";"411418";"Falência De - Clínica De Especialidades Médicas Nova Saúde Ltda.";"Inativa";0,00;0,00;449112,58;"0.00%"
"2020/02";"309681";"Falência De - Comed Medicina Ltda.";"Inativa";0,00;0,00;222626,38;"0.00%"
"2020/02";"337960";"Falência De - Hospital E Maternidade São Carlos Ltda.";"Inativa";0,00;0,00;282773,89;"0.00%"
"2020/02";"375471";"Falência De - Medic S/A Medicina Especializada À Indústria E Ao Comercio";"Inativa";0,00;0,00;426178,79;"0.00%"
"2020/02";"380962";"Falência De - Odonto Norte Medicina De Grupo Ltda";"Inativa";0,00;0,00;118680,87;"0.00%"
"2020/02";"411299";"Falência De - Planos De Assistência Médica E Odontológica Mais Saúde Ltda.";"Inativa";618,37;0,00;407272,92;"0.15%"
"2020/02";"412651";"Falência De - Sis Sistemas Interativos De Saude";"Inativa";472,21;0,00;8105,04;"5.83%"
"2020/02";"319341";"Falência De Adress Adm., Repres. De Sistemas De Saude Ltda";"Inativa";0,00;0,00;183898,80;"0.00%"
"2020/02";"350508";"Falência De Amic Assistência Médica Integrada Sc Ltda";"Inativa";0,00;0,00;57258,00;"0.00%"
"2020/02";"394009";"Falência De Aviccena Assistência Médica  Ltda.";"Inativa";0,00;0,00;9294093,82;"0.00%"
"2020/02";"344877";"Falência De Canp Saude S/S Ltda";"Inativa";15750,80;0,00;5275488,00;"0.30%"
"2020/02";"303828";"Falência De Cemedka Planos De Assistencia Médica S/C Ltda";"Inativa";0,00;0,00;183880,22;"0.00%"
"2020/02";"409553";"Falência De Classic Saude Ltda";"Inativa";0,00;0,00;113024,43;"0.00%"
"2020/02";"323845";"Falência De Climoj - Assistência Médica De Jacarepaguá Ltda";"Inativa";0,00;0,00;230094,19;"0.00%"
"2020/02";"386375";"Falência De Cristo Rei Saude Assistencia Médica S/C Ltda.";"Inativa";0,00;0,00;611347,26;"0.00%"
"2020/02";"317403";"Falência De Global Assistencia Medica S/C";"Inativa";0,00;0,00;191913,58;"0.00%"
"2020/02";"305600";"Falência De Interclínicas Planos De Saúde S/A";"Inativa";0,00;0,00;2127095,41;"0.00%"
"2020/02";"408387";"Falência De Intersau Serviços Médicos Ltda";"Inativa";0,00;0,00;3246,79;"0.00%"
"2020/02";"402958";"Falência De Maximed Operadora De Planos De Saude Ltda.";"Inativa";0,00;0,00;106857,86;"0.00%"
"2020/02";"412392";"Falência De Med Prog - Medicina Programada Ltda.";"Inativa";0,00;0,00;8348,23;"0.00%"
"2020/02";"406732";"Falência De Mja Assistência Medica Ltda.";"Inativa";0,00;0,00;62664,73;"0.00%"
"2020/02";"403881";"Falência De Nota Administração E Participação Ltda";"Inativa";0,00;0,00;181837,39;"0.00%"
"2020/02";"350621";"Falência De Paz Med Plano De Saude S/C Ltda.";"Inativa";0,00;0,00;939698,87;"0.00%"
"2020/02";"342220";"Falência De Plano De Assistencia Médica Miller Ltda.";"Inativa";0,00;0,00;699151,85;"0.00%"
"2020/02";"403954";"Falência De Plano De Saúde Santista S/C Ltda";"Inativa";0,00;0,00;154449,95;"0.00%"
"2020/02";"356522";"Falência De Polimédica - Assistência Médica Ltda";"Inativa";0,00;0,00;118663,56;"0.00%"
"2020/02";"313220";"Falência De Proteção E Assistência Médica À Saúde S/S Ltda";"Inativa";10126,83;0,00;650930,03;"1.56%"
"2020/02";"413526";"Falência De Saude Clan Ltda";"Inativa";1816,45;0,00;323165,79;"0.56%"
"2020/02";"410896";"Falência De Saude Exclusiv Assistência Médica S/C Ltda";"Inativa";0,00;0,00;114700,01;"0.00%"
"2020/02";"412368";"Falência De Saude Plus Assistencia Medica  Ltda";"Inativa";0,00;0,00;146092,61;"0.00%"
"2020/02";"399442";"Falência De Save Assistencia Medica E Hospitalar S/C Ltda.";"Inativa";0,00;0,00;1621174,88;"0.00%"
"2020/02";"348767";"Falência De Smb Sistema Medico Brasileiro Ltda";"Inativa";0,00;0,00;377982,89;"0.00%"
"2020/02";"391298";"Falência De Transclinica Ltda";"Inativa";0,00;0,00;1382231,02;"0.00%"
"2020/02";"332755";"Federaçao Das Sociedades Cooperativa De Trabalho Médico Do P";"Inativa";14502,79;167565,25;271849,59;"66.97%"
"2020/02";"363944";"Federação Interfederativa Das Cooperativas De Trabalho Médico Do Estado De Minas Gerais";"Inativa";2125,15;227323,00;717629,68;"31.97%"
"2020/02";"358100";"Fertilizantes Fosfatados S/A - Fosfertil";"Inativa";564,72;0,00;5216,45;"10.83%"
"2020/02";"350761";"Fertilizantes Serrana S/A";"Inativa";1791,92;0,00;5508,43;"32.53%"
"2020/02";"337404";"Fioprev - Instituto Oswaldo Cruz De Seguridade Social";"Inativa";188784,31;0,00;188784,31;"100.00%"
"2020/02";"304018";"Fortsaude Assistencia Médica Ltda";"Inativa";0,00;0,00;66554,07;"0.00%"
"2020/02";"364371";"Funbep - Fundo De Pensão Multipatrocinado";"Inativa";73814,88;0,00;73814,88;"100.00%"
"2020/02";"306991";"Fundacao Sidertube";"Inativa";2464,29;0,00;168749,58;"1.46%"
"2020/02";"379379";"Fundaçao Assistencial Brahma";"Inativa";0,00;0,00;230,80;"0.00%"
"2020/02";"321699";"Fundaçao Celpe De Seguridade Social";"Inativa";131766,74;0,00;131766,74;"100.00%"
"2020/02";"367877";"Fundaçao Dos Empregados Da Fiat";"Inativa";858272,32;0,00;858272,32;"100.00%"
"2020/02";"315095";"Fundaçao Eletrosul De Previdência E Assistência Social Elos";"Inativa";273066,46;0,00;273066,46;"100.00%"
"2020/02";"356573";"Fundaçao Otília Correia Saraiva";"Inativa";55653,42;0,00;55653,42;"100.00%"
"2020/02";"302881";"Fundação Assistencial Viçosense";"Inativa";164264,49;159412,74;324648,43;"99.70%"
"2020/02";"311499";"Fundação Beneficente Rio Doce";"Inativa";155394,66;580705,95;758848,37;"97.00%"
"2020/02";"400521";"Fundação Caratinguense De Saúde";"Inativa";14498,85;0,00;15018,75;"96.54%"
"2020/02";"338273";"Fundação Casan - Fucas";"Inativa";185073,27;0,00;185073,27;"100.00%"
"2020/02";"369012";"Fundação De Amparo Social Do Hospital Moinhos De Vento";"Inativa";205346,96;0,00;360564,49;"56.95%"
"2020/02";"390372";"Fundação De Assistência Dos Funcionários Do Banco Bem S/A";"Inativa";46229,87;0,00;46825,22;"98.73%"
"2020/02";"345211";"Fundação Dr. Antonio Dias Macêdo";"Inativa";19264,70;0,00;19264,70;"100.00%"
"2020/02";"374326";"Fundação Enersul";"Inativa";9772,51;0,00;9772,51;"100.00%"
"2020/02";"414361";"Fundação Escelsa De Seguridade Social - Escelsos";"Inativa";8782,58;0,00;9688,07;"90.65%"
"2020/02";"300497";"Fundação Forluminas De Seguridade Social";"Inativa";824716,08;0,00;1224084,25;"67.37%"
"2020/02";"408514";"Fundação Geraldo Correa";"Inativa";209212,44;2926979,06;3276415,20;"95.72%"
"2020/02";"301221";"Fundação Inepar";"Inativa";22249,55;0,00;24492,47;"90.84%"
"2020/02";"413399";"Fundação Padre Albino";"Inativa";914684,85;0,00;1474806,48;"62.02%"
"2020/02";"408069";"Fundação Padre Ibiapina";"Inativa";25820,53;0,00;25820,53;"100.00%"
"2020/02";"406597";"Fundação Raul Clemente Pereira";"Inativa";0,00;0,00;283962,77;"0.00%"
"2020/02";"415588";"Fundação Salvador Arena";"Inativa";91456,93;0,00;91456,93;"100.00%"
"2020/02";"415405";"Fundação Santa Casa De Misericórdia De Belo Horizonte";"Inativa";23656,62;19995,95;16634569,65;"0.26%"
