,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
1932,0.71,Ideal,G,VS2,62.4,57.0,5.69,5.66,3.54,4,3,3,3418.5703871276164
1933,0.57,Good,D,VS2,58.3,61.0,5.42,5.45,3.17,1,6,3,2693.3437348477755
1936,0.39,Premium,G,VS2,60.4,61.0,4.7,4.67,2.83,3,3,3,400.0
1940,0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55,2,2,3,2932.866099943094
1942,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,4,0,3,947.8441624088234
1950,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,2,4,3,3446.6839651046266
1953,0.51,Ideal,G,VS2,61.7,57.0,5.12,5.15,3.17,4,3,3,1574.1537181412104
1955,1.5,Premium,F,VS2,61.3,61.0,7.36,7.33,4.5,3,4,3,10892.63790162747
1961,1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,4,2,3,6112.728124925101
1973,0.38,Ideal,F,VS2,61.3,57.0,4.65,4.68,2.86,4,4,3,724.4126493301319
1974,1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,4,3,3,8398.495393390915
1986,1.05,Very Good,G,VS2,62.8,58.0,6.44,6.48,4.06,2,3,3,6233.062536351432
1991,0.7,Very Good,F,VS2,60.5,58.0,5.78,5.83,3.51,2,4,3,3354.463131655305
1996,0.71,Premium,I,VS2,62.8,59.0,5.67,5.64,3.55,3,1,3,2559.8027610409063
2000,1.64,Premium,G,VS2,62.4,58.0,7.52,7.49,4.68,3,3,3,11834.599803887868
2001,0.4,Good,F,VS2,62.0,61.3,4.69,4.72,2.91,1,4,3,427.33003414915856
2002,0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,4,6,3,1053.788847593023
2013,1.32,Premium,H,VS2,61.5,59.0,7.04,7.01,4.32,3,2,3,8534.403367479534
2018,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,3,6,3,893.2807535664851
2021,1.21,Premium,J,VS2,59.0,60.0,6.93,6.88,4.07,3,0,3,6821.7146674768355
2025,1.01,Very Good,E,VS2,59.9,57.0,6.52,6.57,3.92,2,5,3,6562.438734614323
2030,0.9,Fair,D,VS2,57.4,65.0,6.26,6.29,3.6,0,6,3,5576.123144648807
2034,0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23,4,5,3,2733.5174174479844
2037,0.52,Very Good,F,VS2,61.1,56.0,5.21,5.24,3.19,2,4,3,1694.4881295675395
2042,1.03,Premium,E,VS2,61.3,61.0,6.53,6.46,3.98,3,5,3,6907.388495539502
2044,0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,2,5,3,3795.8137311347127
2045,0.37,Ideal,G,VS2,61.3,57.0,4.6,4.64,2.83,4,3,3,400.0
2048,1.21,Premium,I,VS2,61.6,61.0,6.86,6.8,4.21,3,1,3,7170.844433506922
2057,1.13,Ideal,E,VS2,61.7,57.0,6.67,6.71,4.13,4,5,3,7990.104924059242
2067,1.01,Good,I,VS2,62.5,59.0,6.3,6.37,3.96,1,1,3,5005.411576467439
2069,0.25,Ideal,G,VS2,61.4,57.0,4.08,4.1,2.51,4,3,3,947.8441624088234
2074,0.31,Ideal,D,VS2,62.5,56.0,4.36,4.34,2.72,4,6,3,777.1263472450628
2078,0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,3,2,3,947.8441624088234
2085,0.51,Ideal,E,VS2,61.8,57.0,5.14,5.15,3.18,4,5,3,2272.4132502013827
2098,0.5,Very Good,E,VS2,62.4,57.0,5.01,5.03,3.13,2,5,3,1859.1762286989851
2102,0.9,Good,G,VS2,63.9,61.0,5.97,6.01,3.83,1,3,3,4689.241940585087
2105,1.7,Very Good,G,VS2,63.1,57.0,7.53,7.62,4.78,2,3,3,12227.416710557252
2106,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,2,5,3,11173.480407080338
2107,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,4,2,3,6573.8322921717045
2110,0.6,Very Good,J,VS2,60.0,59.4,5.47,5.51,3.29,2,0,3,1035.735733041758
2114,0.32,Ideal,I,VS2,62.2,57.0,4.39,4.42,2.74,4,1,3,947.8441624088234
2115,0.35,Ideal,G,VS2,61.3,56.0,4.54,4.58,2.8,4,3,3,400.0
2117,0.7,Premium,G,VS2,58.7,53.0,5.86,5.83,3.43,3,3,3,3165.8414596517578
2119,0.31,Ideal,F,VS2,61.6,55.0,4.36,4.37,2.69,4,4,3,400.0
2133,0.5,Premium,F,VS2,61.7,59.0,5.09,5.05,3.13,3,4,3,1670.554556695438
2134,0.47,Ideal,H,VS2,61.7,57.0,4.99,5.03,3.09,4,2,3,856.1406183138424
2138,0.9,Premium,G,VS2,61.0,58.0,6.2,6.13,3.76,3,3,3,5010.258128638165
2139,0.42,Very Good,F,VS2,60.1,61.0,4.84,4.88,2.92,2,4,3,772.2797950743361
2143,1.01,Premium,H,VS2,62.6,61.0,6.33,6.29,3.95,3,2,3,5675.557530550603
2144,0.7,Very Good,E,VS2,61.7,60.0,5.67,5.7,3.51,2,5,3,3703.592897685392
2160,0.51,Very Good,D,VS2,63.5,56.0,5.1,5.07,3.23,2,6,3,2300.526828178393
2162,0.41,Premium,F,VS2,60.3,58.0,4.85,4.8,2.91,3,4,3,840.5670556515552
2169,1.51,Very Good,J,VS2,60.2,59.0,7.35,7.36,4.43,2,0,3,9427.831576929908
2174,0.51,Ideal,I,VS2,62.1,55.0,5.1,5.13,3.17,4,1,3,875.8941860810382
2175,0.75,Ideal,G,VS2,60.6,55.0,5.91,5.93,3.59,4,3,3,3787.4537209248974
2178,0.34,Good,G,VS2,63.1,57.0,4.43,4.47,2.81,1,3,3,947.8441624088234
2182,0.91,Good,H,VS2,63.1,59.0,6.13,6.16,3.88,1,2,3,4432.3330080043215
2184,1.57,Good,G,VS2,57.8,60.0,7.66,7.6,4.41,1,3,3,10868.037781689549
2192,1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04,4,4,3,6810.987656985273
2193,1.21,Ideal,D,VS2,60.9,60.0,6.91,6.86,4.19,4,6,3,9077.00135768389
2212,0.32,Ideal,E,VS2,61.3,57.0,4.45,4.42,2.72,4,5,3,520.2174146642965
2213,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,4,6,3,6402.597187653602
2215,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,4,5,3,427.9965812149758
2223,0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,3,4,3,932.787889100875
2226,1.71,Very Good,F,VS2,63.5,59.0,7.51,7.46,4.75,2,4,3,12668.76731003666
2235,1.7,Premium,G,VS2,59.0,58.0,7.85,7.8,4.62,3,3,3,12387.924804583792
2244,0.56,Ideal,J,VS2,61.4,56.0,5.32,5.34,3.27,4,0,3,987.8685872975539
2247,1.54,Ideal,G,VS2,60.6,57.0,7.55,7.49,4.56,4,3,3,11072.899563421204
2249,0.9,Very Good,F,VS2,62.3,59.0,6.1,6.16,3.82,2,4,3,5198.879800641713
2250,0.4,Very Good,J,VS2,60.9,62.0,4.73,4.76,2.89,2,0,3,947.8441624088234
2251,1.07,Premium,H,VS2,62.1,59.0,6.52,6.56,4.06,3,2,3,6228.882531246525
2254,0.5,Ideal,E,VS2,62.5,57.0,5.1,5.04,3.17,4,5,3,2180.192416752062
2263,1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,4,3,3,7568.50789234703
2268,0.3,Ideal,F,VS2,61.6,57.0,4.33,4.3,2.66,4,4,3,947.8441624088234
2271,0.54,Ideal,F,VS2,63.0,57.0,5.22,5.18,3.28,4,4,3,2199.9459845192578
2272,0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,4,5,3,3010.1799177959447
2276,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29,2,0,3,6845.648240348939
2278,1.31,Premium,I,VS2,60.4,59.0,7.16,7.05,4.29,3,1,3,8093.052768000127
2289,1.11,Premium,G,VS2,60.4,58.0,6.76,6.72,4.07,3,3,3,6946.895631073892
2291,0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,3,3,3,491.43728962146906
2296,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,4,0,3,1264.5310876455142
2303,0.47,Very Good,H,VS2,57.2,60.0,5.18,5.21,2.97,2,2,3,535.1244302607656
2317,0.54,Ideal,E,VS2,61.3,55.0,5.24,5.26,3.22,4,5,3,2549.075750549344
2318,1.31,Very Good,H,VS2,60.4,58.0,7.04,7.09,4.27,2,2,3,8281.674440003675
2324,1.02,Very Good,G,VS2,63.5,56.0,6.43,6.38,4.07,2,3,3,5956.4000360034715
2329,0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,3,4,3,400.0
2335,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,3,4,3,840.5670556515552
2337,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,4,6,3,3082.6471834780714
2339,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,3,6,3,7533.180761917549
2343,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,4,4,3,400.0
2345,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,4,5,3,2917.959084346624
2357,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,3,6,3,4858.776591887259
2362,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,4,5,3,2364.6340836507025
2363,0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,4,4,3,400.0
2368,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,1,6,3,2324.4604010504945
2372,0.55,Very Good,I,VS2,61.0,57.0,5.31,5.32,3.24,2,1,3,923.7613318252425
2376,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,4,6,3,1238.2305144916636
2378,0.75,Premium,H,VS2,60.8,57.0,5.9,5.87,3.58,3,2,3,3277.8158608682734
2381,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,4,2,3,947.8441624088234
2386,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,3,3,3,12664.587304931752
2388,1.02,Ideal,G,VS2,62.3,55.0,6.45,6.48,4.03,4,3,3,6277.416224056547
2391,0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,4,5,3,4577.93408643439
2395,0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,1,2,3,4340.112174555001
2396,1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,3,4,3,10892.63790162747
2397,0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15,2,6,3,2208.305994729072
2400,0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,2,5,3,568.0845604085007
2402,0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,3,6,3,524.3974197692041
2408,1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,4,4,3,7364.312657681196
2409,0.4,Premium,F,VS2,59.3,59.0,4.83,4.79,2.85,3,4,3,748.3462222022354
2411,0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,4,4,3,3767.7001531577025
2419,1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,3,4,3,10984.85873507679
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,3,5,3,400.0
2437,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,4,1,3,783.6733526317175
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,1,3,3,5795.891941976932
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,4,5,3,2180.192416752062
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,2,3,3,4941.970868060947
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,4,3,3,8767.378727188196
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,3,3,3,947.8441624088234
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,4,3,3,947.8441624088234
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,2,5,3,8499.076237050049
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,3,4,3,6373.817062610775
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,2,5,3,400.0
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,4,5,3,12047.821595829337
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,3,2,3,8811.065867827494
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,2,3,3,1253.1375300881336
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,2,3,3,5864.179202554151
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,2,5,3,4164.697064931994
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,4,5,3,947.8441624088234
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3,1,3,4311.998596577992
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,3,4,3,400.0
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,0,4,3,3033.446943602228
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,3,0,3,11709.418840290811
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,3,4,3,947.8441624088234
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,4,4,3,3675.479319708382
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,4,6,3,2621.5430162314697
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,3,2,3,3185.5950274189536
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,1,4,3,2917.2925372808068
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,2,5,3,1859.1762286989851
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,2,4,3,13406.533977631221
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2,4,3,3354.463131655305
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2,3,3,3005.333365625219
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,2,2,3,4592.841102030861
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,3,3,3,11281.274803191947
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,2,4,3,7596.62147032404
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,2,5,3,5179.126232874518
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,4,3,3,6646.299557853828
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,2,6,3,6911.568500644409
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,2,4,3,947.8441624088234
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,3,2,3,947.8441624088234
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2,3,3,3005.333365625219
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,4,5,3,2272.4132502013827
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,4,5,3,2364.6340836507025
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,4,5,3,1350.2049157081792
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3,6,3,3659.9057570460955
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,4,3,3,6092.974557157906
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,4,6,3,1422.672181390304
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,1,3,3,4135.9169398891645
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,3,5,3,400.0
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,4,6,3,1883.7763486369058
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,2,3,3,4296.425033915704
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,4,6,3,1883.7763486369058
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,4,2,3,3161.66145454685
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,4,6,3,2713.7638496807886
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,3,5,3,636.3718209857188
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,4,1,3,947.8441624088234
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,4,5,3,2917.959084346624
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,2,2,3,5515.049436524065
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,3,3,3,6762.453964175253
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,4,3,3,8214.053726492273
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,2,4,3,1602.2672961182197
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,4,5,3,2456.854917100023
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2,4,3,2893.358964408704
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,3,0,3,15029.368844466346
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,2,4,3,6121.088135134916
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,1,3,3,947.8441624088234
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,3,4,3,8402.675398495821
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,4,4,3,400.0
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,4,0,3,7719.989429097937
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,4,5,3,704.659081562937
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,4,5,3,2456.854917100023
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,4,5,3,889.1007484615775
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,4,4,3,400.0
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,3,6,3,985.5015870158059
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,4,3,3,947.8441624088234
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,4,4,3,8932.06682631964
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4,4,3,4228.804320404304
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,3,6,3,1446.6057542624076
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2,5,3,3795.8137311347127
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,4,5,3,4116.829919187789
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,2,4,3,5198.879800641713
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,4,6,3,2621.5430162314697
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,4,1,3,947.8441624088234
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,4,5,3,7990.104924059242
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1,5,3,2251.9931353683696
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,4,3,3,3603.012054026258
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1,6,3,2140.018734151855
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,2,1,3,831.5404983759227
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,4,6,3,2898.20551657943
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,4,5,3,612.4382481136172
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,3,2,3,6228.882531246525
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1,5,3,1698.6681346724472
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,2,3,3,947.8441624088234
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,4,5,3,889.1007484615775
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,2,4,3,1602.2672961182197
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,4,2,3,6389.390625273063
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,4,6,3,3082.6471834780714
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,4,3,3,1758.595385039851
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,1,2,3,947.8441624088234
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,4,1,3,2720.310855067444
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,4,3,3,6554.078724404508
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,2,6,3,6911.568500644409
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,1,2,3,11809.99968394995
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,3,4,3,400.0
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2,4,3,2616.696464060743
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,4,3,3,6277.416224056547
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,4,3,3,7384.0662254483905
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4,0,3,5137.806092516968
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,3,5,3,1005.2551547830008
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,0,5,3,947.8441624088234
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,3,5,3,400.0
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,4,5,3,520.2174146642965
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,4,5,3,796.8799150122568
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,4,2,3,2977.2197876482096
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,4,1,3,947.8441624088234
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1,4,3,1349.538368642361
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,3,5,3,2665.230156870766
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,2,4,3,947.8441624088234
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,3,4,3,947.8441624088234
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,2,0,3,947.8441624088234
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,2,2,3,947.8441624088234
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,4,4,3,3675.479319708382
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,2,3,3,5956.4000360034715
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,4,6,3,2898.20551657943
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,2,3,3,947.8441624088234
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3,4,3,3699.4128925804835
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,3,2,3,947.8441624088234
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4,5,3,4854.5965867823525
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3,4,3,3791.633726029804
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,4,6,3,2621.5430162314697
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,4,1,3,10466.860864810353
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,3,4,3,6466.037896060096
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,2,5,3,1490.2928949017041
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,4,5,3,400.0
3023,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,4,6,3,4465.959685217875
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,4,5,3,400.0
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,2,5,3,3795.8137311347127
3030,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,4,1,3,10651.302531708992
3038,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,2,2,3,11878.286944527164
3042,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,4,0,3,895.6477538482332
3046,0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,2,2,3,904.0077640580475
3051,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,4,6,3,777.1263472450628
3054,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,2,1,3,4151.4905025514545
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,4,5,3,6791.234089218078
3058,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,4,3,3,6922.962058201791
3063,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,2,0,3,14038.873249395921
3065,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,0,2,3,5194.033248470987
3066,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,4,1,3,11020.185865506275
3086,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,4,6,3,1238.2305144916636
3087,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,3,1,3,7539.7277673042045
3091,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,4,2,3,6389.390625273063
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,2,5,3,475.86372695918
3098,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,1,4,3,6052.800874557697
3123,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,4,4,3,6534.325156637313
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,2,5,3,11357.92207397898
3130,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,4,3,3,6461.857890955187
3135,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,2,0,3,12655.56074765612
3145,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,4,1,3,8806.885862722587
3150,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,3,3,3,3165.8414596517578
3152,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,4,2,3,14965.928136059854
3165,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,4,6,3,869.3471806943826
