,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
2328,1.52,Ideal,I,VS1,62.4,57.0,7.32,7.36,4.58,4,1,4,10174.590233774188
2329,0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,3,4,3,174.5126196787587
2330,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,2,3,2,-1263.3447533202307
2331,0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,4,2,7,3629.6951123480503
2332,0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,4,4,5,2782.73716180036
2333,0.71,Very Good,H,SI1,61.5,56.0,5.71,5.75,3.53,2,2,2,2019.5098975461096
2334,0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,4,4,2,-633.2815126405776
2335,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,3,4,3,701.7278153367115
2336,0.5,Premium,E,VS1,62.8,59.0,5.09,5.0,3.17,3,5,4,2335.9216248326775
2337,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,4,6,3,2814.471204015923
2338,1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3,4,4,1,7366.442320616956
2339,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,3,6,3,7052.7908072238715
2340,1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,3,6,7,9235.013992684335
2341,1.02,Premium,G,SI1,63.0,55.0,6.45,6.4,4.05,3,3,2,5218.377955183527
2342,1.0,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,2,2,2,4567.716676559548
2343,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,4,4,3,241.7837810107594
2344,1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,2,3,1,6121.294685003026
2345,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,4,5,3,2670.427083105571
2346,0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,1,2,2,-1738.2676333915579
2347,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,3,6,1,14265.318546106393
2348,0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,3,5,4,578.5376393061679
2349,0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,4,5,5,1257.2664964605274
2350,1.01,Very Good,H,SI2,63.4,55.0,6.35,6.29,4.01,2,2,1,4131.99737928984
2351,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,3,6,2,993.4427562693327
2352,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,3,4,4,2104.0083046460004
2353,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,3,5,2,5682.204595556881
2354,0.31,Ideal,H,VVS2,61.2,56.0,4.34,4.37,2.66,4,2,5,385.7881373478467
2355,0.31,Ideal,G,VVS1,61.9,55.0,4.36,4.3,2.68,4,3,6,1229.1591533568826
2356,0.51,Ideal,I,SI1,62.5,57.0,5.07,5.1,3.18,4,1,2,252.62411377324952
2357,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,3,6,3,4504.584028210433
2358,0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,4,3,1,2038.1154424034048
2359,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,2,5,1,1312.969368796852
2360,0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,2,2,2,2283.117495375087
2361,0.35,Very Good,E,IF,57.9,56.0,4.71,4.75,2.74,2,5,7,2433.5087647175733
2362,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,4,5,3,2143.21188744762
2363,0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,4,4,3,-21.823816818217892
2364,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,3,3,2,9787.576317552452
2365,0.76,Very Good,H,IF,62.6,57.0,5.8,5.83,3.64,2,2,7,5076.798376657909
2366,0.27,Very Good,E,VVS2,62.5,59.0,4.09,4.14,2.57,2,5,5,683.3781774149011
2367,0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,3,6,1,4687.5758249869195
2368,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,1,6,3,2085.4425243619717
2369,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,1,6,1,9561.577861073472
2370,0.33,Ideal,E,VS1,60.6,57.0,4.5,4.54,2.74,4,5,4,997.2855977434692
2371,0.91,Good,E,I1,57.7,63.0,6.35,6.3,3.65,1,5,0,3533.9240877612337
2372,0.55,Very Good,I,VS2,61.0,57.0,5.31,5.32,3.24,2,1,3,817.4086862079357
2373,1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,1,5,1,5551.288972004801
2374,0.52,Premium,G,VVS1,61.9,61.0,5.13,5.11,3.17,3,3,6,2919.2719775513924
2375,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,2,5,4,-103.81791696010987
2376,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,4,6,3,1057.0872184894142
2377,1.0,Fair,F,SI2,65.5,56.0,6.3,6.19,4.09,0,4,1,4373.412497722868
2378,0.75,Premium,H,VS2,60.8,57.0,5.9,5.87,3.58,3,2,3,3049.7155518057716
2379,0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58,3,2,1,2266.14615654268
2380,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,4,5,4,821.5471991908189
2381,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,4,2,3,-222.04285936259475
2382,0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,4,6,5,2543.610207963111
2383,0.34,Premium,E,SI2,62.4,59.0,4.46,4.42,2.77,3,5,1,-640.7510532266324
2384,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,3,5,4,3214.613617595931
2385,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,3,5,2,5770.073794833206
2386,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,3,3,3,11980.679600348669
2387,1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,2,2,2,4743.455075112199
2388,1.02,Ideal,G,VS2,62.3,55.0,6.45,6.48,4.03,4,3,3,5897.106812337886
2389,0.63,Very Good,E,SI1,61.0,57.6,5.48,5.51,3.36,2,5,2,2275.903861724515
2390,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,2,3,5,395.28993559419814
2391,0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,4,5,3,4252.072670079429
2392,0.4,Ideal,F,IF,60.9,57.0,4.81,4.84,2.94,4,4,7,2863.3529628528486
2393,1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,3,1,1,4582.4396153694415
2394,1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,1,3,0,5530.435027124991
2395,0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,1,2,3,4057.4728197340046
2396,1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,3,4,3,10279.470536456187
2397,0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15,2,6,3,1976.9752871413202
2398,0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,2,1,4,3713.465563214757
2399,0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,4,1,2,-1504.7598717532592
2400,0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,2,5,3,427.02397780976116
2401,0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,4,1,1,2189.3731969643286
2402,0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,3,6,3,374.7316622231365
2403,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,4,6,1,2997.4630007924115
2404,1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,2,0,4,8050.750605397005
2405,0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,4,6,4,2283.629309246053
2406,0.33,Ideal,F,IF,62.1,56.0,4.41,4.44,2.75,4,4,7,2248.268567918569
2407,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,4,4,2,3232.963255517743
2408,1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,4,4,3,6919.842926011494
2409,0.4,Premium,F,VS2,59.3,59.0,4.83,4.79,2.85,3,4,3,613.8586160603863
2410,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,0,0,0,9863.837463259839
2411,0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,4,4,3,3492.9441542347995
2412,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,4,5,1,5313.756459619171
2413,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,2,2,2,13354.636604192094
2414,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,3,3,2,14093.167082092396
2415,1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,0,4,1,4373.412497722868
2416,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,2,3,2,4008.8072032592972
2417,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,4,4,5,1904.0451690371056
2418,0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,4,4,6,2427.63366558314
2419,1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,3,4,3,10367.33973573251
2420,1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,2,2,1,5450.035368434721
2421,0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,4,3,4,2202.9737436203013
2422,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,2,6,2,10591.783515333134
2423,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,3,2,2,14124.861359734698
2424,0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,4,0,6,1148.5035877311302
2425,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,4,4,4,11309.676190715849
2426,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,3,4,4,1313.1855111590712
2427,1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,3,3,0,5049.892954854713
2428,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,4,3,5,6768.545406877305
2429,1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,3,1,6,6585.297703165334
2430,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,1,1,0,9196.460752738934
2431,0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,4,4,6,1548.9416728198858
2432,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,2,4,7,1674.3802488729434
2433,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,4,0,2,5644.3395472714
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,3,5,3,54.94914276013333
2435,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,2,5,5,7097.829724586658
2436,0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,0,2,2,3730.2207596849457
2437,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,4,1,3,688.3434110429589
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,4,5,1,7071.14044514568
2439,0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,2,3,6,1709.7012256271619
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,4,6,2,2818.097903127842
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,1,3,3,5431.685730512911
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,2,1,1,3372.86886344521
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,2,4,4,10735.78787167022
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,4,4,2,2881.4864584124407
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,4,6,1,1415.8174138185532
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,3,3,2,-229.51239994864954
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,4,5,3,1967.4734888949679
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,4,1,1,6231.356363675299
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,2,3,3,4620.264899081658
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,4,1,4,684.7167119310398
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,2,5,2,430.6506769216794
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,4,3,3,8269.575192798675
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,4,4,4,7619.1698211101775
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,4,3,4,2730.1889392782523
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,2,5,2,-623.7797143942262
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,3,2,2,-1340.1177128985819
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,3,3,4,12328.52969834205
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,4,3,2,2913.180736054741
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,2,4,2,-943.5622338572284
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,1,4,1,1980.3460793177564
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,4,6,1,-429.4357709842816
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,3,3,3,-408.87749761321993
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,3,3,2,9787.576317552452
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,4,0,1,3890.5822608568105
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,2,4,5,6778.047205123656
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,3,6,2,6001.987115019885
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,4,2,4,6013.043590144593
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3,3,5,3977.329067979217
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,4,3,3,-517.3447348338714
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,3,3,6,1952.710785511812
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,4,6,2,445.6295226670545
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,4,4,2,5956.9084330838305
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,2,2,6,511.2267134009044
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,4,3,5,8701.667790956462
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,2,3,1,4451.779898752842
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,2,5,3,7983.775115573748
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,2,4,2,5470.88931331453
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,3,4,2,10370.96643484443
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,4,4,7,2072.5301693659185
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,4,6,2,1060.7139176013334
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,4,5,2,37.97780392772711
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,3,4,3,5973.879771916238
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,2,5,3,251.28557925711084
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,4,5,1,41.60450303964535
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,2,1,5,458.67849087879677
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,4,5,3,11369.47781146179
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,3,2,3,8321.8675083853
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,2,6,2,135.3488014504037
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,0,2,1,16914.22735024568
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,2,3,3,1105.4969280286386
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,3,0,5,2315.0279153796055
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,4,3,2,1331.5351490808825
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,4,4,6,1900.4184699251873
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3,4,4,3949.2614894488343
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,4,1,1,8515.95554485976
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,1,6,1,5255.987096533525
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,0,3,1,8534.959141352463
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,2,2,5,3941.752184289515
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1,6,1,774.6579334409262
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,4,3,5,1144.9166531924757
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,4,4,2,2266.4020634781627
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,4,2,1,-302.65866041508434
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,1,4,2,5140.010554153552
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,2,3,3,5498.9568918449095
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,4,3,1,3795.4994279299135
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,4,1,2,9039.544041405794
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,1,1,2,4092.7937964882203
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,3,1,4,-612.723239269516
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,3,1,2,9938.834072113375
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,2,5,5,1825.6777680071318
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,2,3,4,838.262631087744
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,3,2,4,3133.9580519701794
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,2,6,2,-128.2587963785718
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,2,5,3,3853.9227495864543
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,4,3,7,1840.6168491792423
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,4,5,3,-229.25649301316844
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4,4,1,5169.7123387088195
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,3,6,2,729.8351584403572
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1,4,4,1530.1199856003732
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,4,5,4,821.5471991908189
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4,2,1,4354.408901230165
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3,1,3,4047.9710214876523
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,2,6,2,6022.58515296421
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,3,4,3,262.3818189550839
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,2,5,2,-535.9105151179001
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,0,4,3,2784.5135125251745
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,3,0,3,11109.201241235989
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,3,3,4,13031.483292552655
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,4,5,4,1260.8931955724456
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,1,5,0,8893.945243617085
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,3,5,2,5154.989399898928
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,4,1,2,-1329.0214732006089
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4,3,1,5201.40661635112
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,4,5,2,3640.6149742570706
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,3,2,4,3924.7808454571077
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,4,5,2,-49.89139534859896
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,4,4,1,3412.328353182311
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,4,3,4,269.8513595411396
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,3,4,3,-264.8333767028689
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,4,4,3,3405.0749549584743
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,0,0,4,9234.246271877886
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,4,3,7,1752.7476499029162
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,4,6,3,2375.1252076342953
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,3,2,3,2961.8463525294464
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,1,4,3,2676.046275304523
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,4,2,4,-49.93115992186267
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,4,2,4,3464.8368111311556
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,2,5,3,1657.192767678318
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,4,5,1,4083.5876697506155
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,3,6,2,1696.3963504799358
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,0,1,4,13771.75035660451
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,2,4,3,12672.5369548613
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2,4,3,3094.7942337418244
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2,3,3,2775.011714278822
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,2,5,7,1818.4243697832953
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,3,6,2,26.881564229754076
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,1,1,0,7439.076767212426
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,0,1,5,4629.726932754746
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,3,1,5,789.557250039773
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3,0,2,4083.29199824187
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,2,2,3,4300.482379618656
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,2,0,5,6114.001522205925
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,4,0,2,14782.736272009251
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,2,6,2,10416.045116780484
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,4,2,5,385.7881373478467
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,1,2,1,3010.2958266419355
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,3,0,4,-53.81376596926384
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,3,3,3,10662.64161120379
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3,3,2,4163.947563867623
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,1,1,2,5850.177782014729
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,2,4,3,7136.777400452795
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,3,2,5,142.7785774631957
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,3,6,2,729.8351584403572
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,2,4,5,99.98806012292152
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2,2,4,3154.556089914504
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,1,1,5,-223.67706538748098
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,2,5,3,4820.483941626035
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4,6,4,4568.228490430514
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,4,5,2,1619.6233909015855
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,3,5,4,1545.0988313457483
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,4,3,3,6248.583609443189
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,4,0,2,1778.094779113082
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,4,2,1,9099.34566215174
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,4,6,2,4048.266692996398
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,2,6,3,6458.30445023392
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,0,3,5,6147.9839644440035
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,2,2,1,13006.786506198709
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,2,4,3,-244.23533875854264
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,4,6,2,182.02192483807903
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,3,1,1,16444.78151767338
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,2,5,2,4824.110640737952
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,4,0,4,101.32659463906111
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,3,2,3,-201.44482141826938
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,2,5,2,11765.777383567662
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,2,1,2,3369.2421643332927
